x y z
-0.459 1.939 0.678
-0.459 2.143 0.698
-0.459 2.347 0.690
-0.459 2.551 0.662
-0.459 2.755 0.622
-0.459 2.959 0.575
-0.459 3.163 0.521
-0.459 3.367 0.464
-0.459 3.571 0.404
-0.459 3.776 0.341
-0.459 3.980 0.276
-0.459 4.184 0.209
-0.459 4.388 0.140
-0.459 4.592 0.071
-0.459 4.796 0.000
-0.459 5.000 0.040
-0.357 -5.000 0.738
-0.357 -4.796 0.658
-0.357 -4.592 0.580
-0.357 -4.388 0.502
-0.357 -4.184 0.425
-0.357 -3.980 0.349
-0.357 -3.776 0.273
-0.357 -3.571 0.198
-0.357 -3.367 0.124
-0.357 -3.163 0.051
-0.357 -2.959 0.009
-0.357 -2.755 0.041
-0.357 -2.551 0.072
-0.357 -2.347 0.103
-0.357 -2.143 0.134
-0.357 -1.939 0.164
-0.357 -1.735 0.194
-0.357 -1.531 0.223
-0.357 -1.327 0.252
-0.357 -1.122 0.281
-0.357 -0.918 0.310
-0.357 -0.714 0.338
-0.357 -0.510 0.366
-0.357 -0.306 0.394
-0.357 -0.102 0.421
-0.357 0.102 0.448
-0.357 0.306 0.473
-0.357 0.510 0.498
-0.357 0.714 0.519
-0.357 0.918 0.535
-0.357 1.122 0.543
-0.357 1.327 0.544
-0.357 1.531 0.626
-0.357 1.735 0.702
-0.357 1.939 0.734
-0.357 2.143 0.730
-0.357 2.347 0.704
-0.357 2.551 0.665
-0.357 2.755 0.618
-0.357 2.959 0.565
-0.357 3.163 0.508
-0.357 3.367 0.448
-0.357 3.571 0.385
-0.357 3.776 0.320
-0.357 3.980 0.254
-0.357 4.184 0.186
-0.357 4.388 0.116
-0.357 4.592 0.045
-0.357 4.796 0.015
-0.357 5.000 0.056
-0.255 -5.000 0.658
-0.255 -4.796 0.580
-0.255 -4.592 0.503
-0.255 -4.388 0.427
-0.255 -4.184 0.351
-0.255 -3.980 0.276
-0.255 -3.776 0.201
-0.255 -3.571 0.128
-0.255 -3.367 0.055
-0.255 -3.163 0.007
-0.255 -2.959 0.039
-0.255 -2.755 0.070
-0.255 -2.551 0.101
-0.255 -2.347 0.131
-0.255 -2.143 0.162
-0.255 -1.939 0.192
-0.255 -1.735 0.221
-0.255 -1.531 0.250
-0.255 -1.327 0.279
-0.255 -1.122 0.308
-0.255 -0.918 0.336
-0.255 -0.714 0.364
-0.255 -0.510 0.392
-0.255 -0.306 0.420
-0.255 -0.102 0.447
-0.255 0.102 0.473
-0.255 0.306 0.499
-0.255 0.510 0.522
-0.255 0.714 0.541
-0.255 0.918 0.553
-0.255 1.122 0.554
-0.255 1.327 0.630
-0.255 1.531 0.727
-0.255 1.735 0.769
-0.255 1.939 0.768
-0.255 2.143 0.744
-0.255 2.347 0.706
-0.255 2.551 0.659
-0.255 2.755 0.606
-0.255 2.959 0.549
-0.255 3.163 0.489
-0.255 3.367 0.427
-0.255 3.571 0.362
-0.255 3.776 0.296
-0.255 3.980 0.228
-0.255 4.184 0.158
-0.255 4.388 0.087
-0.255 4.592 0.015
-0.255 4.796 0.032
-0.255 5.000 0.073
-0.153 -5.000 0.580
-0.153 -4.796 0.503
-0.153 -4.592 0.427
-0.153 -4.388 0.352
-0.153 -4.184 0.277
-0.153 -3.980 0.204
-0.153 -3.776 0.131
-0.153 -3.571 0.058
-0.153 -3.367 0.006
-0.153 -3.163 0.037
-0.153 -2.959 0.068
-0.153 -2.755 0.099
-0.153 -2.551 0.130
-0.153 -2.347 0.160
-0.153 -2.143 0.190
-0.153 -1.939 0.219
-0.153 -1.735 0.249
-0.153 -1.531 0.278
-0.153 -1.327 0.306
-0.153 -1.122 0.335
-0.153 -0.918 0.363
-0.153 -0.714 0.391
-0.153 -0.510 0.419
-0.153 -0.306 0.446
-0.153 -0.102 0.473
-0.153 0.102 0.499
-0.153 0.306 0.524
-0.153 0.510 0.546
-0.153 0.714 0.562
-0.153 0.918 0.567
-0.153 1.122 0.633
-0.153 1.327 0.755
-0.153 1.531 0.806
-0.153 1.735 0.807
-0.153 1.939 0.782
-0.153 2.143 0.744
-0.153 2.347 0.696
-0.153 2.551 0.644
-0.153 2.755 0.587
-0.153 2.959 0.527
-0.153 3.163 0.465
-0.153 3.367 0.400
-0.153 3.571 0.334
-0.153 3.776 0.267
-0.153 3.980 0.197
-0.153 4.184 0.127
-0.153 4.388 0.055
-0.153 4.592 0.010
-0.153 4.796 0.050
-0.153 5.000 0.091
-0.051 -5.000 0.503
-0.051 -4.796 0.427
-0.051 -4.592 0.353
-0.051 -4.388 0.278
-0.051 -4.184 0.205
-0.051 -3.980 0.132
-0.051 -3.776 0.061
-0.051 -3.571 0.005
-0.051 -3.367 0.036
-0.051 -3.163 0.067
-0.051 -2.959 0.098
-0.051 -2.755 0.128
-0.051 -2.551 0.158
-0.051 -2.347 0.188
-0.051 -2.143 0.218
-0.051 -1.939 0.247
-0.051 -1.735 0.276
-0.051 -1.531 0.305
-0.051 -1.327 0.333
-0.051 -1.122 0.362
-0.051 -0.918 0.390
-0.051 -0.714 0.417
-0.051 -0.510 0.445
-0.051 -0.306 0.472
-0.051 -0.102 0.499
-0.051 0.102 0.525
-0.051 0.306 0.549
-0.051 0.510 0.569
-0.051 0.714 0.579
-0.051 0.918 0.636
-0.051 1.122 0.790
-0.051 1.327 0.848
-0.051 1.531 0.847
-0.051 1.735 0.820
-0.051 1.939 0.779
-0.051 2.143 0.731
-0.051 2.347 0.677
-0.051 2.551 0.620
-0.051 2.755 0.561
-0.051 2.959 0.499
-0.051 3.163 0.435
-0.051 3.367 0.369
-0.051 3.571 0.302
-0.051 3.776 0.233
-0.051 3.980 0.163
-0.051 4.184 0.092
-0.051 4.388 0.019
-0.051 4.592 0.030
-0.051 4.796 0.070
-0.051 5.000 0.112
0.051 -5.000 0.427
0.051 -4.796 0.353
0.051 -4.592 0.279
0.051 -4.388 0.206
0.051 -4.184 0.134
0.051 -3.980 0.062
0.051 -3.776 0.004
0.051 -3.571 0.035
0.051 -3.367 0.066
0.051 -3.163 0.096
0.051 -2.959 0.127
0.051 -2.755 0.157
0.051 -2.551 0.186
0.051 -2.347 0.216
0.051 -2.143 0.245
0.051 -1.939 0.274
0.051 -1.735 0.303
0.051 -1.531 0.332
0.051 -1.327 0.360
0.051 -1.122 0.388
0.051 -0.918 0.416
0.051 -0.714 0.444
0.051 -0.510 0.472
0.051 -0.306 0.499
0.051 -0.102 0.526
0.051 0.102 0.552
0.051 0.306 0.575
0.051 0.510 0.590
0.051 0.714 0.641
0.051 0.918 0.837
0.051 1.122 0.895
0.051 1.327 0.888
0.051 1.531 0.856
0.051 1.735 0.812
0.051 1.939 0.761
0.051 2.143 0.707
0.051 2.347 0.650
0.051 2.551 0.590
0.051 2.755 0.528
0.051 2.959 0.465
0.051 3.163 0.400
0.051 3.367 0.333
0.051 3.571 0.265
0.051 3.776 0.196
0.051 3.980 0.125
0.051 4.184 0.053
0.051 4.388 0.011
0.051 4.592 0.051
0.051 4.796 0.092
0.051 5.000 0.134
0.153 -5.000 0.352
0.153 -4.796 0.279
0.153 -4.592 0.207
0.153 -4.388 0.135
0.153 -4.184 0.064
0.153 -3.980 0.003
0.153 -3.776 0.034
0.153 -3.571 0.065
0.153 -3.367 0.095
0.153 -3.163 0.125
0.153 -2.959 0.155
0.153 -2.755 0.185
0.153 -2.551 0.215
0.153 -2.347 0.244
0.153 -2.143 0.273
0.153 -1.939 0.302
0.153 -1.735 0.330
0.153 -1.531 0.359
0.153 -1.327 0.387
0.153 -1.122 0.415
0.153 -0.918 0.443
0.153 -0.714 0.471
0.153 -0.510 0.499
0.153 -0.306 0.526
0.153 -0.102 0.553
0.153 0.102 0.579
0.153 0.306 0.599
0.153 0.510 0.652
0.153 0.714 0.902
0.153 0.918 0.945
0.153 1.122 0.927
0.153 1.327 0.890
0.153 1.531 0.842
0.153 1.735 0.789
0.153 1.939 0.733
0.153 2.143 0.675
0.153 2.347 0.616
0.153 2.551 0.554
0.153 2.755 0.491
0.153 2.959 0.427
0.153 3.163 0.361
0.153 3.367 0.294
0.153 3.571 0.225
0.153 3.776 0.155
0.153 3.980 0.083
0.153 4.184 0.010
0.153 4.388 0.034
0.153 4.592 0.075
0.153 4.796 0.116
0.153 5.000 0.158
0.255 -5.000 0.279
0.255 -4.796 0.207
0.255 -4.592 0.136
0.255 -4.388 0.065
0.255 -4.184 0.002
0.255 -3.980 0.033
0.255 -3.776 0.064
0.255 -3.571 0.094
0.255 -3.367 0.124
0.255 -3.163 0.154
0.255 -2.959 0.184
0.255 -2.755 0.213
0.255 -2.551 0.242
0.255 -2.347 0.271
0.255 -2.143 0.300
0.255 -1.939 0.329
0.255 -1.735 0.357
0.255 -1.531 0.385
0.255 -1.327 0.414
0.255 -1.122 0.442
0.255 -0.918 0.470
0.255 -0.714 0.498
0.255 -0.510 0.525
0.255 -0.306 0.553
0.255 -0.102 0.580
0.255 0.102 0.605
0.255 0.306 0.676
0.255 0.510 0.984
0.255 0.714 0.994
0.255 0.918 0.962
0.255 1.122 0.919
0.255 1.327 0.868
0.255 1.531 0.814
0.255 1.735 0.756
0.255 1.939 0.698
0.255 2.143 0.638
0.255 2.347 0.576
0.255 2.551 0.513
0.255 2.755 0.450
0.255 2.959 0.384
0.255 3.163 0.318
0.255 3.367 0.250
0.255 3.571 0.181
0.255 3.776 0.110
0.255 3.980 0.038
0.255 4.184 0.019
0.255 4.388 0.059
0.255 4.592 0.100
0.255 4.796 0.142
0.255 5.000 0.184
0.357 -5.000 0.208
0.357 -4.796 0.137
0.357 -4.592 0.067
0.357 -4.388 0.001
0.357 -4.184 0.032
0.357 -3.980 0.063
0.357 -3.776 0.093
0.357 -3.571 0.123
0.357 -3.367 0.153
0.357 -3.163 0.183
0.357 -2.959 0.212
0.357 -2.755 0.241
0.357 -2.551 0.270
0.357 -2.347 0.299
0.357 -2.143 0.327
0.357 -1.939 0.356
0.357 -1.735 0.384
0.357 -1.531 0.412
0.357 -1.327 0.440
0.357 -1.122 0.468
0.357 -0.918 0.496
0.357 -0.714 0.524
0.357 -0.510 0.552
0.357 -0.306 0.580
0.357 -0.102 0.608
0.357 0.102 0.790
0.357 0.306 1.064
0.357 0.510 1.033
0.357 0.714 0.989
0.357 0.918 0.941
0.357 1.122 0.889
0.357 1.327 0.833
0.357 1.531 0.775
0.357 1.735 0.716
0.357 1.939 0.656
0.357 2.143 0.595
0.357 2.347 0.532
0.357 2.551 0.469
0.357 2.755 0.404
0.357 2.959 0.338
0.357 3.163 0.271
0.357 3.367 0.202
0.357 3.571 0.133
0.357 3.776 0.061
0.357 3.980 0.006
0.357 4.184 0.046
0.357 4.388 0.086
0.357 4.592 0.127
0.357 4.796 0.169
0.357 5.000 0.212
0.459 -5.000 0.138
0.459 -4.796 0.068
0.459 -4.592 0.000
0.459 -4.388 0.031
0.459 -4.184 0.062
0.459 -3.980 0.092
0.459 -3.776 0.122
0.459 -3.571 0.152
0.459 -3.367 0.182
0.459 -3.163 0.211
0.459 -2.959 0.240
0.459 -2.755 0.269
0.459 -2.551 0.297
0.459 -2.347 0.325
0.459 -2.143 0.354
0.459 -1.939 0.382
0.459 -1.735 0.410
0.459 -1.531 0.438
0.459 -1.327 0.466
0.459 -1.122 0.494
0.459 -0.918 0.522
0.459 -0.714 0.550
0.459 -0.510 0.578
0.459 -0.306 0.606
0.459 -0.102 0.791
0.459 0.102 1.098
0.459 0.306 1.052
0.459 0.510 1.005
0.459 0.714 0.955
0.459 0.918 0.903
0.459 1.122 0.847
0.459 1.327 0.790
0.459 1.531 0.731
0.459 1.735 0.671
0.459 1.939 0.610
0.459 2.143 0.548
0.459 2.347 0.484
0.459 2.551 0.420
0.459 2.755 0.355
0.459 2.959 0.288
0.459 3.163 0.221
0.459 3.367 0.151
0.459 3.571 0.081
0.459 3.776 0.009
0.459 3.980 0.034
0.459 4.184 0.074
0.459 4.388 0.115
0.459 4.592 0.156
0.459 4.796 0.198
0.459 5.000 0.241
0.561 -5.000 0.071
0.561 -4.796 0.002
0.561 -4.592 0.030
0.561 -4.388 0.061
0.561 -4.184 0.091
0.561 -3.980 0.121
0.561 -3.776 0.151
0.561 -3.571 0.180
0.561 -3.367 0.209
0.561 -3.163 0.238
0.561 -2.959 0.267
0.561 -2.755 0.295
0.561 -2.551 0.324
0.561 -2.347 0.352
0.561 -2.143 0.380
0.561 -1.939 0.408
0.561 -1.735 0.435
0.561 -1.531 0.463
0.561 -1.327 0.491
0.561 -1.122 0.518
0.561 -0.918 0.546
0.561 -0.714 0.573
0.561 -0.510 0.599
0.561 -0.306 0.621
0.561 -0.102 1.039
0.561 0.102 1.044
0.561 0.306 1.006
0.561 0.510 0.959
0.561 0.714 0.909
0.561 0.918 0.855
0.561 1.122 0.799
0.561 1.327 0.741
0.561 1.531 0.682
0.561 1.735 0.621
0.561 1.939 0.560
0.561 2.143 0.497
0.561 2.347 0.434
0.561 2.551 0.369
0.561 2.755 0.302
0.561 2.959 0.235
0.561 3.163 0.167
0.561 3.367 0.097
0.561 3.571 0.026
0.561 3.776 0.025
0.561 3.980 0.064
0.561 4.184 0.104
0.561 4.388 0.145
0.561 4.592 0.187
0.561 4.796 0.229
0.561 5.000 0.272
0.663 -5.000 0.005
0.663 -4.796 0.028
0.663 -4.592 0.059
0.663 -4.388 0.089
0.663 -4.184 0.119
0.663 -3.980 0.149
0.663 -3.776 0.178
0.663 -3.571 0.208
0.663 -3.367 0.236
0.663 -3.163 0.265
0.663 -2.959 0.293
0.663 -2.755 0.321
0.663 -2.551 0.349
0.663 -2.347 0.377
0.663 -2.143 0.405
0.663 -1.939 0.432
0.663 -1.735 0.460
0.663 -1.531 0.487
0.663 -1.327 0.514
0.663 -1.122 0.541
0.663 -0.918 0.567
0.663 -0.714 0.590
0.663 -0.510 0.604
0.663 -0.306 0.918
0.663 -0.102 1.007
0.663 0.102 0.992
0.663 0.306 0.954
0.663 0.510 0.908
0.663 0.714 0.857
0.663 0.918 0.802
0.663 1.122 0.746
0.663 1.327 0.688
0.663 1.531 0.629
0.663 1.735 0.569
0.663 1.939 0.507
0.663 2.143 0.444
0.663 2.347 0.380
0.663 2.551 0.314
0.663 2.755 0.247
0.663 2.959 0.179
0.663 3.163 0.110
0.663 3.367 0.039
0.663 3.571 0.017
0.663 3.776 0.056
0.663 3.980 0.096
0.663 4.184 0.137
0.663 4.388 0.178
0.663 4.592 0.220
0.663 4.796 0.262
0.663 5.000 0.306
0.765 -5.000 0.026
0.765 -4.796 0.057
0.765 -4.592 0.087
0.765 -4.388 0.117
0.765 -4.184 0.147
0.765 -3.980 0.176
0.765 -3.776 0.205
0.765 -3.571 0.234
0.765 -3.367 0.263
0.765 -3.163 0.291
0.765 -2.959 0.319
0.765 -2.755 0.347
0.765 -2.551 0.374
0.765 -2.347 0.402
0.765 -2.143 0.429
0.765 -1.939 0.456
0.765 -1.735 0.482
0.765 -1.531 0.509
0.765 -1.327 0.534
0.765 -1.122 0.559
0.765 -0.918 0.579
0.765 -0.714 0.591
0.765 -0.510 0.804
0.765 -0.306 0.947
0.765 -0.102 0.963
0.765 0.102 0.939
0.765 0.306 0.900
0.765 0.510 0.853
0.765 0.714 0.801
0.765 0.918 0.746
0.765 1.122 0.690
0.765 1.327 0.633
0.765 1.531 0.574
0.765 1.735 0.513
0.765 1.939 0.451
0.765 2.143 0.388
0.765 2.347 0.323
0.765 2.551 0.256
0.765 2.755 0.189
0.765 2.959 0.120
0.765 3.163 0.050
0.765 3.367 0.011
0.765 3.571 0.050
0.765 3.776 0.090
0.765 3.980 0.130
0.765 4.184 0.171
0.765 4.388 0.212
0.765 4.592 0.254
0.765 4.796 0.297
0.765 5.000 0.341
0.867 -5.000 0.054
0.867 -4.796 0.085
0.867 -4.592 0.115
0.867 -4.388 0.144
0.867 -4.184 0.174
0.867 -3.980 0.203
0.867 -3.776 0.231
0.867 -3.571 0.260
0.867 -3.367 0.288
0.867 -3.163 0.316
0.867 -2.959 0.343
0.867 -2.755 0.371
0.867 -2.551 0.398
0.867 -2.347 0.424
0.867 -2.143 0.451
0.867 -1.939 0.477
0.867 -1.735 0.502
0.867 -1.531 0.527
0.867 -1.327 0.549
0.867 -1.122 0.568
0.867 -0.918 0.577
0.867 -0.714 0.725
0.867 -0.510 0.876
0.867 -0.306 0.923
0.867 -0.102 0.915
0.867 0.102 0.885
0.867 0.306 0.843
0.867 0.510 0.795
0.867 0.714 0.743
0.867 0.918 0.689
0.867 1.122 0.633
0.867 1.327 0.575
0.867 1.531 0.516
0.867 1.735 0.455
0.867 1.939 0.392
0.867 2.143 0.328
0.867 2.347 0.263
0.867 2.551 0.196
0.867 2.755 0.127
0.867 2.959 0.058
0.867 3.163 0.007
0.867 3.367 0.046
0.867 3.571 0.085
0.867 3.776 0.125
0.867 3.980 0.166
0.867 4.184 0.207
0.867 4.388 0.249
0.867 4.592 0.291
0.867 4.796 0.334
0.867 5.000 0.378
0.969 -5.000 0.081
0.969 -4.796 0.111
0.969 -4.592 0.141
0.969 -4.388 0.170
0.969 -4.184 0.199
0.969 -3.980 0.228
0.969 -3.776 0.256
0.969 -3.571 0.284
0.969 -3.367 0.312
0.969 -3.163 0.339
0.969 -2.959 0.366
0.969 -2.755 0.393
0.969 -2.551 0.419
0.969 -2.347 0.445
0.969 -2.143 0.471
0.969 -1.939 0.495
0.969 -1.735 0.518
0.969 -1.531 0.539
0.969 -1.327 0.555
0.969 -1.122 0.564
0.969 -0.918 0.671
0.969 -0.714 0.809
0.969 -0.510 0.874
0.969 -0.306 0.884
0.969 -0.102 0.864
0.969 0.102 0.829
0.969 0.306 0.785
0.969 0.510 0.736
0.969 0.714 0.684
0.969 0.918 0.630
0.969 1.122 0.573
0.969 1.327 0.515
0.969 1.531 0.455
0.969 1.735 0.394
0.969 1.939 0.331
0.969 2.143 0.267
0.969 2.347 0.200
0.969 2.551 0.132
0.969 2.755 0.063
0.969 2.959 0.004
0.969 3.163 0.043
0.969 3.367 0.082
0.969 3.571 0.122
0.969 3.776 0.162
0.969 3.980 0.203
0.969 4.184 0.245
0.969 4.388 0.287
0.969 4.592 0.330
0.969 4.796 0.374
0.969 5.000 0.418
1.071 -5.000 0.107
1.071 -4.796 0.137
1.071 -4.592 0.166
1.071 -4.388 0.195
1.071 -4.184 0.224
1.071 -3.980 0.252
1.071 -3.776 0.280
1.071 -3.571 0.307
1.071 -3.367 0.334
1.071 -3.163 0.361
1.071 -2.959 0.387
1.071 -2.755 0.413
1.071 -2.551 0.438
1.071 -2.347 0.463
1.071 -2.143 0.486
1.071 -1.939 0.508
1.071 -1.735 0.527
1.071 -1.531 0.542
1.071 -1.327 0.550
1.071 -1.122 0.632
1.071 -0.918 0.751
1.071 -0.714 0.823
1.071 -0.510 0.846
1.071 -0.306 0.837
1.071 -0.102 0.809
1.071 0.102 0.771
1.071 0.306 0.726
1.071 0.510 0.676
1.071 0.714 0.624
1.071 0.918 0.569
1.071 1.122 0.512
1.071 1.327 0.453
1.071 1.531 0.393
1.071 1.735 0.331
1.071 1.939 0.267
1.071 2.143 0.202
1.071 2.347 0.135
1.071 2.551 0.066
1.071 2.755 0.002
1.071 2.959 0.041
1.071 3.163 0.080
1.071 3.367 0.120
1.071 3.571 0.161
1.071 3.776 0.202
1.071 3.980 0.243
1.071 4.184 0.285
1.071 4.388 0.328
1.071 4.592 0.371
1.071 4.796 0.415
1.071 5.000 0.460
1.173 -5.000 0.132
1.173 -4.796 0.161
1.173 -4.592 0.190
1.173 -4.388 0.218
1.173 -4.184 0.246
1.173 -3.980 0.274
1.173 -3.776 0.301
1.173 -3.571 0.328
1.173 -3.367 0.355
1.173 -3.163 0.381
1.173 -2.959 0.406
1.173 -2.755 0.431
1.173 -2.551 0.454
1.173 -2.347 0.477
1.173 -2.143 0.497
1.173 -1.939 0.515
1.173 -1.735 0.528
1.173 -1.531 0.536
1.173 -1.327 0.602
1.173 -1.122 0.702
1.173 -0.918 0.774
1.173 -0.714 0.805
1.173 -0.510 0.805
1.173 -0.306 0.786
1.173 -0.102 0.753
1.173 0.102 0.712
1.173 0.306 0.666
1.173 0.510 0.615
1.173 0.714 0.562
1.173 0.918 0.506
1.173 1.122 0.449
1.173 1.327 0.389
1.173 1.531 0.328
1.173 1.735 0.265
1.173 1.939 0.201
1.173 2.143 0.134
1.173 2.347 0.066
1.173 2.551 0.002
1.173 2.755 0.040
1.173 2.959 0.079
1.173 3.163 0.119
1.173 3.367 0.160
1.173 3.571 0.201
1.173 3.776 0.243
1.173 3.980 0.285
1.173 4.184 0.328
1.173 4.388 0.371
1.173 4.592 0.415
1.173 4.796 0.459
1.173 5.000 0.504
1.276 -5.000 0.155
1.276 -4.796 0.184
1.276 -4.592 0.212
1.276 -4.388 0.240
1.276 -4.184 0.267
1.276 -3.980 0.294
1.276 -3.776 0.321
1.276 -3.571 0.347
1.276 -3.367 0.373
1.276 -3.163 0.397
1.276 -2.959 0.421
1.276 -2.755 0.444
1.276 -2.551 0.466
1.276 -2.347 0.485
1.276 -2.143 0.501
1.276 -1.939 0.513
1.276 -1.735 0.522
1.276 -1.531 0.576
1.276 -1.327 0.660
1.276 -1.122 0.728
1.276 -0.918 0.764
1.276 -0.714 0.772
1.276 -0.510 0.759
1.276 -0.306 0.732
1.276 -0.102 0.695
1.276 0.102 0.652
1.276 0.306 0.604
1.276 0.510 0.553
1.276 0.714 0.499
1.276 0.918 0.442
1.276 1.122 0.384
1.276 1.327 0.323
1.276 1.531 0.261
1.276 1.735 0.197
1.276 1.939 0.131
1.276 2.143 0.064
1.276 2.347 0.003
1.276 2.551 0.041
1.276 2.755 0.080
1.276 2.959 0.120
1.276 3.163 0.161
1.276 3.367 0.202
1.276 3.571 0.244
1.276 3.776 0.287
1.276 3.980 0.330
1.276 4.184 0.373
1.276 4.388 0.417
1.276 4.592 0.461
1.276 4.796 0.506
1.276 5.000 0.551
1.378 -5.000 0.176
1.378 -4.796 0.204
1.378 -4.592 0.232
1.378 -4.388 0.259
1.378 -4.184 0.286
1.378 -3.980 0.313
1.378 -3.776 0.338
1.378 -3.571 0.363
1.378 -3.367 0.388
1.378 -3.163 0.411
1.378 -2.959 0.433
1.378 -2.755 0.453
1.378 -2.551 0.471
1.378 -2.347 0.487
1.378 -2.143 0.498
1.378 -1.939 0.507
1.378 -1.735 0.553
1.378 -1.531 0.623
1.378 -1.327 0.685
1.378 -1.122 0.723
1.378 -0.918 0.736
1.378 -0.714 0.729
1.378 -0.510 0.707
1.378 -0.306 0.675
1.378 -0.102 0.636
1.378 0.102 0.591
1.378 0.306 0.541
1.378 0.510 0.489
1.378 0.714 0.434
1.378 0.918 0.376
1.378 1.122 0.316
1.378 1.327 0.255
1.378 1.531 0.191
1.378 1.735 0.126
1.378 1.939 0.059
1.378 2.143 0.005
1.378 2.347 0.043
1.378 2.551 0.082
1.378 2.755 0.122
1.378 2.959 0.162
1.378 3.163 0.204
1.378 3.367 0.246
1.378 3.571 0.289
1.378 3.776 0.332
1.378 3.980 0.376
1.378 4.184 0.420
1.378 4.388 0.465
1.378 4.592 0.509
1.378 4.796 0.554
1.378 5.000 0.600
1.480 -5.000 0.195
1.480 -4.796 0.223
1.480 -4.592 0.250
1.480 -4.388 0.277
1.480 -4.184 0.303
1.480 -3.980 0.328
1.480 -3.776 0.353
1.480 -3.571 0.376
1.480 -3.367 0.399
1.480 -3.163 0.420
1.480 -2.959 0.440
1.480 -2.755 0.457
1.480 -2.551 0.471
1.480 -2.347 0.481
1.480 -2.143 0.492
1.480 -1.939 0.532
1.480 -1.735 0.591
1.480 -1.531 0.646
1.480 -1.327 0.684
1.480 -1.122 0.700
1.480 -0.918 0.698
1.480 -0.714 0.681
1.480 -0.510 0.653
1.480 -0.306 0.617
1.480 -0.102 0.575
1.480 0.102 0.528
1.480 0.306 0.477
1.480 0.510 0.423
1.480 0.714 0.367
1.480 0.918 0.308
1.480 1.122 0.247
1.480 1.327 0.184
1.480 1.531 0.119
1.480 1.735 0.052
1.480 1.939 0.009
1.480 2.143 0.047
1.480 2.347 0.085
1.480 2.551 0.125
1.480 2.755 0.166
1.480 2.959 0.207
1.480 3.163 0.249
1.480 3.367 0.292
1.480 3.571 0.336
1.480 3.776 0.380
1.480 3.980 0.425
1.480 4.184 0.470
1.480 4.388 0.515
1.480 4.592 0.560
1.480 4.796 0.606
1.480 5.000 0.652
1.582 -5.000 0.213
1.582 -4.796 0.240
1.582 -4.592 0.266
1.582 -4.388 0.291
1.582 -4.184 0.316
1.582 -3.980 0.340
1.582 -3.776 0.364
1.582 -3.571 0.386
1.582 -3.367 0.406
1.582 -3.163 0.425
1.582 -2.959 0.441
1.582 -2.755 0.454
1.582 -2.551 0.464
1.582 -2.347 0.475
1.582 -2.143 0.511
1.582 -1.939 0.561
1.582 -1.735 0.610
1.582 -1.531 0.646
1.582 -1.327 0.664
1.582 -1.122 0.665
1.582 -0.918 0.652
1.582 -0.714 0.628
1.582 -0.510 0.596
1.582 -0.306 0.556
1.582 -0.102 0.512
1.582 0.102 0.463
1.582 0.306 0.411
1.582 0.510 0.355
1.582 0.714 0.297
1.582 0.918 0.237
1.582 1.122 0.175
1.582 1.327 0.110
1.582 1.531 0.044
1.582 1.735 0.013
1.582 1.939 0.051
1.582 2.143 0.090
1.582 2.347 0.129
1.582 2.551 0.170
1.582 2.755 0.211
1.582 2.959 0.254
1.582 3.163 0.297
1.582 3.367 0.341
1.582 3.571 0.385
1.582 3.776 0.430
1.582 3.980 0.475
1.582 4.184 0.521
1.582 4.388 0.567
1.582 4.592 0.613
1.582 4.796 0.660
1.582 5.000 0.706
1.684 -5.000 0.227
1.684 -4.796 0.253
1.684 -4.592 0.279
1.684 -4.388 0.303
1.684 -4.184 0.327
1.684 -3.980 0.349
1.684 -3.776 0.371
1.684 -3.571 0.390
1.684 -3.367 0.408
1.684 -3.163 0.424
1.684 -2.959 0.437
1.684 -2.755 0.446
1.684 -2.551 0.458
1.684 -2.347 0.489
1.684 -2.143 0.532
1.684 -1.939 0.575
1.684 -1.735 0.609
1.684 -1.531 0.628
1.684 -1.327 0.632
1.684 -1.122 0.622
1.684 -0.918 0.602
1.684 -0.714 0.572
1.684 -0.510 0.536
1.684 -0.306 0.494
1.684 -0.102 0.447
1.684 0.102 0.396
1.684 0.306 0.342
1.684 0.510 0.286
1.684 0.714 0.226
1.684 0.918 0.164
1.684 1.122 0.100
1.684 1.327 0.034
1.684 1.531 0.019
1.684 1.735 0.056
1.684 1.939 0.095
1.684 2.143 0.135
1.684 2.347 0.175
1.684 2.551 0.217
1.684 2.755 0.259
1.684 2.959 0.302
1.684 3.163 0.346
1.684 3.367 0.391
1.684 3.571 0.436
1.684 3.776 0.482
1.684 3.980 0.529
1.684 4.184 0.575
1.684 4.388 0.622
1.684 4.592 0.669
1.684 4.796 0.716
1.684 5.000 0.763
1.786 -5.000 0.239
1.786 -4.796 0.264
1.786 -4.592 0.288
1.786 -4.388 0.311
1.786 -4.184 0.333
1.786 -3.980 0.354
1.786 -3.776 0.373
1.786 -3.571 0.391
1.786 -3.367 0.406
1.786 -3.163 0.418
1.786 -2.959 0.427
1.786 -2.755 0.440
1.786 -2.551 0.468
1.786 -2.347 0.505
1.786 -2.143 0.543
1.786 -1.939 0.573
1.786 -1.735 0.592
1.786 -1.531 0.598
1.786 -1.327 0.591
1.786 -1.122 0.574
1.786 -0.918 0.547
1.786 -0.714 0.514
1.786 -0.510 0.474
1.786 -0.306 0.429
1.786 -0.102 0.380
1.786 0.102 0.328
1.786 0.306 0.272
1.786 0.510 0.213
1.786 0.714 0.152
1.786 0.918 0.088
1.786 1.122 0.022
1.786 1.327 0.025
1.786 1.531 0.062
1.786 1.735 0.101
1.786 1.939 0.141
1.786 2.143 0.182
