x y z
-0.459 1.939 0.010
-0.459 2.143 0.056
-0.459 2.347 0.101
-0.459 2.551 0.146
-0.459 2.755 0.189
-0.459 2.959 0.232
-0.459 3.163 0.274
-0.459 3.367 0.316
-0.459 3.571 0.357
-0.459 3.776 0.399
-0.459 3.980 0.440
-0.459 4.184 0.482
-0.459 4.388 0.523
-0.459 4.592 0.565
-0.459 4.796 0.607
-0.459 5.000 0.650
-0.357 -5.000 0.334
-0.357 -4.796 0.293
-0.357 -4.592 0.252
-0.357 -4.388 0.212
-0.357 -4.184 0.172
-0.357 -3.980 0.132
-0.357 -3.776 0.092
-0.357 -3.571 0.053
-0.357 -3.367 0.014
-0.357 -3.163 0.024
-0.357 -2.959 0.060
-0.357 -2.755 0.097
-0.357 -2.551 0.134
-0.357 -2.347 0.172
-0.357 -2.143 0.210
-0.357 -1.939 0.249
-0.357 -1.735 0.290
-0.357 -1.531 0.331
-0.357 -1.327 0.373
-0.357 -1.122 0.416
-0.357 -0.918 0.460
-0.357 -0.714 0.502
-0.357 -0.510 0.538
-0.357 -0.306 0.551
-0.357 -0.102 0.529
-0.357 0.102 0.486
-0.357 0.306 0.435
-0.357 0.510 0.381
-0.357 0.714 0.328
-0.357 0.918 0.274
-0.357 1.122 0.222
-0.357 1.327 0.171
-0.357 1.531 0.122
-0.357 1.735 0.074
-0.357 1.939 0.027
-0.357 2.143 0.018
-0.357 2.347 0.062
-0.357 2.551 0.105
-0.357 2.755 0.148
-0.357 2.959 0.189
-0.357 3.163 0.231
-0.357 3.367 0.271
-0.357 3.571 0.312
-0.357 3.776 0.353
-0.357 3.980 0.393
-0.357 4.184 0.434
-0.357 4.388 0.475
-0.357 4.592 0.516
-0.357 4.796 0.557
-0.357 5.000 0.599
-0.255 -5.000 0.386
-0.255 -4.796 0.344
-0.255 -4.592 0.302
-0.255 -4.388 0.260
-0.255 -4.184 0.219
-0.255 -3.980 0.178
-0.255 -3.776 0.137
-0.255 -3.571 0.096
-0.255 -3.367 0.055
-0.255 -3.163 0.015
-0.255 -2.959 0.024
-0.255 -2.755 0.063
-0.255 -2.551 0.101
-0.255 -2.347 0.140
-0.255 -2.143 0.180
-0.255 -1.939 0.221
-0.255 -1.735 0.263
-0.255 -1.531 0.306
-0.255 -1.327 0.350
-0.255 -1.122 0.396
-0.255 -0.918 0.443
-0.255 -0.714 0.490
-0.255 -0.510 0.535
-0.255 -0.306 0.567
-0.255 -0.102 0.559
-0.255 0.102 0.517
-0.255 0.306 0.466
-0.255 0.510 0.412
-0.255 0.714 0.358
-0.255 0.918 0.306
-0.255 1.122 0.254
-0.255 1.327 0.204
-0.255 1.531 0.156
-0.255 1.735 0.109
-0.255 1.939 0.063
-0.255 2.143 0.019
-0.255 2.347 0.024
-0.255 2.551 0.066
-0.255 2.755 0.107
-0.255 2.959 0.148
-0.255 3.163 0.188
-0.255 3.367 0.228
-0.255 3.571 0.268
-0.255 3.776 0.308
-0.255 3.980 0.348
-0.255 4.184 0.388
-0.255 4.388 0.428
-0.255 4.592 0.468
-0.255 4.796 0.509
-0.255 5.000 0.550
-0.153 -5.000 0.442
-0.153 -4.796 0.398
-0.153 -4.592 0.355
-0.153 -4.388 0.312
-0.153 -4.184 0.269
-0.153 -3.980 0.226
-0.153 -3.776 0.184
-0.153 -3.571 0.142
-0.153 -3.367 0.099
-0.153 -3.163 0.057
-0.153 -2.959 0.015
-0.153 -2.755 0.026
-0.153 -2.551 0.066
-0.153 -2.347 0.107
-0.153 -2.143 0.148
-0.153 -1.939 0.190
-0.153 -1.735 0.234
-0.153 -1.531 0.278
-0.153 -1.327 0.324
-0.153 -1.122 0.372
-0.153 -0.918 0.421
-0.153 -0.714 0.472
-0.153 -0.510 0.523
-0.153 -0.306 0.570
-0.153 -0.102 0.586
-0.153 0.102 0.548
-0.153 0.306 0.496
-0.153 0.510 0.442
-0.153 0.714 0.389
-0.153 0.918 0.337
-0.153 1.122 0.286
-0.153 1.327 0.237
-0.153 1.531 0.189
-0.153 1.735 0.143
-0.153 1.939 0.099
-0.153 2.143 0.055
-0.153 2.347 0.013
-0.153 2.551 0.028
-0.153 2.755 0.068
-0.153 2.959 0.108
-0.153 3.163 0.148
-0.153 3.367 0.187
-0.153 3.571 0.226
-0.153 3.776 0.265
-0.153 3.980 0.304
-0.153 4.184 0.343
-0.153 4.388 0.383
-0.153 4.592 0.422
-0.153 4.796 0.463
-0.153 5.000 0.503
-0.051 -5.000 0.500
-0.051 -4.796 0.454
-0.051 -4.592 0.410
-0.051 -4.388 0.365
-0.051 -4.184 0.321
-0.051 -3.980 0.277
-0.051 -3.776 0.233
-0.051 -3.571 0.189
-0.051 -3.367 0.146
-0.051 -3.163 0.102
-0.051 -2.959 0.058
-0.051 -2.755 0.014
-0.051 -2.551 0.029
-0.051 -2.347 0.071
-0.051 -2.143 0.114
-0.051 -1.939 0.158
-0.051 -1.735 0.203
-0.051 -1.531 0.249
-0.051 -1.327 0.296
-0.051 -1.122 0.345
-0.051 -0.918 0.397
-0.051 -0.714 0.449
-0.051 -0.510 0.504
-0.051 -0.306 0.558
-0.051 -0.102 0.604
-0.051 0.102 0.579
-0.051 0.306 0.526
-0.051 0.510 0.472
-0.051 0.714 0.418
-0.051 0.918 0.366
-0.051 1.122 0.316
-0.051 1.327 0.268
-0.051 1.531 0.221
-0.051 1.735 0.176
-0.051 1.939 0.133
-0.051 2.143 0.090
-0.051 2.347 0.049
-0.051 2.551 0.009
-0.051 2.755 0.031
-0.051 2.959 0.070
-0.051 3.163 0.108
-0.051 3.367 0.147
-0.051 3.571 0.185
-0.051 3.776 0.223
-0.051 3.980 0.262
-0.051 4.184 0.300
-0.051 4.388 0.339
-0.051 4.592 0.378
-0.051 4.796 0.418
-0.051 5.000 0.458
0.051 -5.000 0.560
0.051 -4.796 0.513
0.051 -4.592 0.467
0.051 -4.388 0.421
0.051 -4.184 0.375
0.051 -3.980 0.330
0.051 -3.776 0.284
0.051 -3.571 0.239
0.051 -3.367 0.194
0.051 -3.163 0.148
0.051 -2.959 0.103
0.051 -2.755 0.057
0.051 -2.551 0.011
0.051 -2.347 0.034
0.051 -2.143 0.078
0.051 -1.939 0.123
0.051 -1.735 0.170
0.051 -1.531 0.217
0.051 -1.327 0.267
0.051 -1.122 0.317
0.051 -0.918 0.370
0.051 -0.714 0.424
0.051 -0.510 0.480
0.051 -0.306 0.537
0.051 -0.102 0.595
0.051 0.102 0.610
0.051 0.306 0.555
0.051 0.510 0.500
0.051 0.714 0.447
0.051 0.918 0.395
0.051 1.122 0.346
0.051 1.327 0.298
0.051 1.531 0.252
0.051 1.735 0.208
0.051 1.939 0.165
0.051 2.143 0.124
0.051 2.347 0.084
0.051 2.551 0.044
0.051 2.755 0.005
0.051 2.959 0.033
0.051 3.163 0.071
0.051 3.367 0.109
0.051 3.571 0.146
0.051 3.776 0.184
0.051 3.980 0.221
0.051 4.184 0.259
0.051 4.388 0.298
0.051 4.592 0.336
0.051 4.796 0.376
0.051 5.000 0.415
0.153 -5.000 0.622
0.153 -4.796 0.574
0.153 -4.592 0.526
0.153 -4.388 0.479
0.153 -4.184 0.432
0.153 -3.980 0.384
0.153 -3.776 0.337
0.153 -3.571 0.290
0.153 -3.367 0.243
0.153 -3.163 0.196
0.153 -2.959 0.149
0.153 -2.755 0.101
0.153 -2.551 0.054
0.153 -2.347 0.006
0.153 -2.143 0.041
0.153 -1.939 0.088
0.153 -1.735 0.136
0.153 -1.531 0.185
0.153 -1.327 0.235
0.153 -1.122 0.288
0.153 -0.918 0.341
0.153 -0.714 0.397
0.153 -0.510 0.454
0.153 -0.306 0.511
0.153 -0.102 0.569
0.153 0.102 0.638
0.153 0.306 0.583
0.153 0.510 0.526
0.153 0.714 0.473
0.153 0.918 0.422
0.153 1.122 0.374
0.153 1.327 0.327
0.153 1.531 0.282
0.153 1.735 0.239
0.153 1.939 0.197
0.153 2.143 0.156
0.153 2.347 0.117
0.153 2.551 0.078
0.153 2.755 0.040
0.153 2.959 0.002
0.153 3.163 0.035
0.153 3.367 0.072
0.153 3.571 0.109
0.153 3.776 0.146
0.153 3.980 0.183
0.153 4.184 0.221
0.153 4.388 0.259
0.153 4.592 0.297
0.153 4.796 0.335
0.153 5.000 0.374
0.255 -5.000 0.686
0.255 -4.796 0.637
0.255 -4.592 0.587
0.255 -4.388 0.538
0.255 -4.184 0.489
0.255 -3.980 0.441
0.255 -3.776 0.392
0.255 -3.571 0.343
0.255 -3.367 0.294
0.255 -3.163 0.245
0.255 -2.959 0.196
0.255 -2.755 0.147
0.255 -2.551 0.098
0.255 -2.347 0.048
0.255 -2.143 0.002
0.255 -1.939 0.051
0.255 -1.735 0.100
0.255 -1.531 0.151
0.255 -1.327 0.203
0.255 -1.122 0.257
0.255 -0.918 0.312
0.255 -0.714 0.368
0.255 -0.510 0.425
0.255 -0.306 0.483
0.255 -0.102 0.540
0.255 0.102 0.592
0.255 0.306 0.619
0.255 0.510 0.553
0.255 0.714 0.499
0.255 0.918 0.448
0.255 1.122 0.400
0.255 1.327 0.354
0.255 1.531 0.310
0.255 1.735 0.268
0.255 1.939 0.227
0.255 2.143 0.187
0.255 2.347 0.148
0.255 2.551 0.110
0.255 2.755 0.072
0.255 2.959 0.035
0.255 3.163 0.002
0.255 3.367 0.038
0.255 3.571 0.075
0.255 3.776 0.111
0.255 3.980 0.148
0.255 4.184 0.185
0.255 4.388 0.222
0.255 4.592 0.260
0.255 4.796 0.298
0.255 5.000 0.336
0.357 -5.000 0.752
0.357 -4.796 0.701
0.357 -4.592 0.650
0.357 -4.388 0.599
0.357 -4.184 0.549
0.357 -3.980 0.498
0.357 -3.776 0.448
0.357 -3.571 0.397
0.357 -3.367 0.347
0.357 -3.163 0.296
0.357 -2.959 0.245
0.357 -2.755 0.194
0.357 -2.551 0.143
0.357 -2.347 0.091
0.357 -2.143 0.039
0.357 -1.939 0.013
0.357 -1.735 0.064
0.357 -1.531 0.117
0.357 -1.327 0.170
0.357 -1.122 0.225
0.357 -0.918 0.281
0.357 -0.714 0.338
0.357 -0.510 0.396
0.357 -0.306 0.454
0.357 -0.102 0.509
0.357 0.102 0.559
0.357 0.306 0.616
0.357 0.510 0.579
0.357 0.714 0.523
0.357 0.918 0.473
0.357 1.122 0.425
0.357 1.327 0.380
0.357 1.531 0.336
0.357 1.735 0.295
0.357 1.939 0.254
0.357 2.143 0.215
0.357 2.347 0.177
0.357 2.551 0.139
0.357 2.755 0.102
0.357 2.959 0.066
0.357 3.163 0.030
0.357 3.367 0.007
0.357 3.571 0.043
0.357 3.776 0.079
0.357 3.980 0.115
0.357 4.184 0.151
0.357 4.388 0.188
0.357 4.592 0.225
0.357 4.796 0.263
0.357 5.000 0.301
0.459 -5.000 0.818
0.459 -4.796 0.766
0.459 -4.592 0.714
0.459 -4.388 0.662
0.459 -4.184 0.610
0.459 -3.980 0.557
0.459 -3.776 0.505
0.459 -3.571 0.453
0.459 -3.367 0.400
0.459 -3.163 0.348
0.459 -2.959 0.295
0.459 -2.755 0.242
0.459 -2.551 0.189
0.459 -2.347 0.135
0.459 -2.143 0.081
0.459 -1.939 0.027
0.459 -1.735 0.027
0.459 -1.531 0.081
0.459 -1.327 0.136
0.459 -1.122 0.192
0.459 -0.918 0.249
0.459 -0.714 0.307
0.459 -0.510 0.366
0.459 -0.306 0.423
0.459 -0.102 0.478
0.459 0.102 0.527
0.459 0.306 0.576
0.459 0.510 0.589
0.459 0.714 0.543
0.459 0.918 0.494
0.459 1.122 0.447
0.459 1.327 0.403
0.459 1.531 0.360
0.459 1.735 0.319
0.459 1.939 0.280
0.459 2.143 0.241
0.459 2.347 0.203
0.459 2.551 0.166
0.459 2.755 0.130
0.459 2.959 0.094
0.459 3.163 0.058
0.459 3.367 0.022
0.459 3.571 0.013
0.459 3.776 0.049
0.459 3.980 0.085
0.459 4.184 0.121
0.459 4.388 0.157
0.459 4.592 0.194
0.459 4.796 0.231
0.459 5.000 0.269
0.561 -5.000 0.886
0.561 -4.796 0.833
0.561 -4.592 0.779
0.561 -4.388 0.725
0.561 -4.184 0.671
0.561 -3.980 0.617
0.561 -3.776 0.563
0.561 -3.571 0.509
0.561 -3.367 0.455
0.561 -3.163 0.400
0.561 -2.959 0.346
0.561 -2.755 0.291
0.561 -2.551 0.236
0.561 -2.347 0.180
0.561 -2.143 0.124
0.561 -1.939 0.068
0.561 -1.735 0.011
0.561 -1.531 0.045
0.561 -1.327 0.102
0.561 -1.122 0.159
0.561 -0.918 0.217
0.561 -0.714 0.276
0.561 -0.510 0.335
0.561 -0.306 0.392
0.561 -0.102 0.446
0.561 0.102 0.494
0.561 0.306 0.539
0.561 0.510 0.570
0.561 0.714 0.552
0.561 0.918 0.509
0.561 1.122 0.465
0.561 1.327 0.422
0.561 1.531 0.381
0.561 1.735 0.341
0.561 1.939 0.302
0.561 2.143 0.264
0.561 2.347 0.227
0.561 2.551 0.191
0.561 2.755 0.155
0.561 2.959 0.119
0.561 3.163 0.084
0.561 3.367 0.048
0.561 3.571 0.013
0.561 3.776 0.022
0.561 3.980 0.057
0.561 4.184 0.093
0.561 4.388 0.129
0.561 4.592 0.165
0.561 4.796 0.202
0.561 5.000 0.239
0.663 -5.000 0.955
0.663 -4.796 0.900
0.663 -4.592 0.845
0.663 -4.388 0.789
0.663 -4.184 0.734
0.663 -3.980 0.678
0.663 -3.776 0.622
0.663 -3.571 0.566
0.663 -3.367 0.510
0.663 -3.163 0.454
0.663 -2.959 0.397
0.663 -2.755 0.340
0.663 -2.551 0.283
0.663 -2.347 0.226
0.663 -2.143 0.168
0.663 -1.939 0.110
0.663 -1.735 0.051
0.663 -1.531 0.008
0.663 -1.327 0.066
0.663 -1.122 0.125
0.663 -0.918 0.185
0.663 -0.714 0.244
0.663 -0.510 0.303
0.663 -0.306 0.360
0.663 -0.102 0.414
0.663 0.102 0.461
0.663 0.306 0.503
0.663 0.510 0.538
0.663 0.714 0.543
0.663 0.918 0.515
0.663 1.122 0.477
0.663 1.327 0.436
0.663 1.531 0.397
0.663 1.735 0.358
0.663 1.939 0.321
0.663 2.143 0.284
0.663 2.347 0.247
0.663 2.551 0.211
0.663 2.755 0.176
0.663 2.959 0.141
0.663 3.163 0.106
0.663 3.367 0.071
0.663 3.571 0.036
0.663 3.776 0.001
0.663 3.980 0.034
0.663 4.184 0.069
0.663 4.388 0.105
0.663 4.592 0.140
0.663 4.796 0.177
0.663 5.000 0.214
0.765 -5.000 1.025
0.765 -4.796 0.968
0.765 -4.592 0.911
0.765 -4.388 0.854
0.765 -4.184 0.797
0.765 -3.980 0.740
0.765 -3.776 0.682
0.765 -3.571 0.624
0.765 -3.367 0.566
0.765 -3.163 0.508
0.765 -2.959 0.449
0.765 -2.755 0.391
0.765 -2.551 0.331
0.765 -2.347 0.272
0.765 -2.143 0.212
0.765 -1.939 0.152
0.765 -1.735 0.091
0.765 -1.531 0.030
0.765 -1.327 0.031
0.765 -1.122 0.091
0.765 -0.918 0.151
0.765 -0.714 0.212
0.765 -0.510 0.271
0.765 -0.306 0.328
0.765 -0.102 0.381
0.765 0.102 0.428
0.765 0.306 0.469
0.765 0.510 0.502
0.765 0.714 0.519
0.765 0.918 0.509
0.765 1.122 0.479
0.765 1.327 0.444
0.765 1.531 0.407
0.765 1.735 0.371
0.765 1.939 0.335
0.765 2.143 0.299
0.765 2.347 0.263
0.765 2.551 0.228
0.765 2.755 0.193
0.765 2.959 0.159
0.765 3.163 0.124
0.765 3.367 0.090
0.765 3.571 0.055
0.765 3.776 0.021
0.765 3.980 0.014
0.765 4.184 0.049
0.765 4.388 0.084
0.765 4.592 0.119
0.765 4.796 0.155
0.765 5.000 0.191
0.867 -5.000 1.095
0.867 -4.796 1.037
0.867 -4.592 0.978
0.867 -4.388 0.920
0.867 -4.184 0.861
0.867 -3.980 0.802
0.867 -3.776 0.743
0.867 -3.571 0.683
0.867 -3.367 0.623
0.867 -3.163 0.563
0.867 -2.959 0.502
0.867 -2.755 0.441
0.867 -2.551 0.380
0.867 -2.347 0.319
0.867 -2.143 0.257
0.867 -1.939 0.194
0.867 -1.735 0.132
0.867 -1.531 0.069
0.867 -1.327 0.006
0.867 -1.122 0.056
0.867 -0.918 0.118
0.867 -0.714 0.179
0.867 -0.510 0.238
0.867 -0.306 0.295
0.867 -0.102 0.348
0.867 0.102 0.395
0.867 0.306 0.434
0.867 0.510 0.467
0.867 0.714 0.488
0.867 0.918 0.490
0.867 1.122 0.472
0.867 1.327 0.444
0.867 1.531 0.411
0.867 1.735 0.377
0.867 1.939 0.343
0.867 2.143 0.309
0.867 2.347 0.274
0.867 2.551 0.240
0.867 2.755 0.206
0.867 2.959 0.172
0.867 3.163 0.139
0.867 3.367 0.105
0.867 3.571 0.071
0.867 3.776 0.036
0.867 3.980 0.002
0.867 4.184 0.032
0.867 4.388 0.067
0.867 4.592 0.102
0.867 4.796 0.137
0.867 5.000 0.173
0.969 -5.000 1.165
0.969 -4.796 1.106
0.969 -4.592 1.046
0.969 -4.388 0.986
0.969 -4.184 0.926
0.969 -3.980 0.865
0.969 -3.776 0.804
0.969 -3.571 0.742
0.969 -3.367 0.681
0.969 -3.163 0.618
0.969 -2.959 0.556
0.969 -2.755 0.493
0.969 -2.551 0.430
0.969 -2.347 0.366
0.969 -2.143 0.302
0.969 -1.939 0.237
0.969 -1.735 0.173
0.969 -1.531 0.108
0.969 -1.327 0.043
0.969 -1.122 0.021
0.969 -0.918 0.084
0.969 -0.714 0.145
0.969 -0.510 0.205
0.969 -0.306 0.262
0.969 -0.102 0.315
0.969 0.102 0.361
0.969 0.306 0.400
0.969 0.510 0.431
0.969 0.714 0.453
0.969 0.918 0.462
0.969 1.122 0.455
0.969 1.327 0.434
0.969 1.531 0.407
0.969 1.735 0.377
0.969 1.939 0.345
0.969 2.143 0.313
0.969 2.347 0.280
0.969 2.551 0.247
0.969 2.755 0.214
0.969 2.959 0.181
0.969 3.163 0.148
0.969 3.367 0.115
0.969 3.571 0.081
0.969 3.776 0.047
0.969 3.980 0.013
0.969 4.184 0.020
0.969 4.388 0.054
0.969 4.592 0.089
0.969 4.796 0.124
0.969 5.000 0.159
1.071 -5.000 1.236
1.071 -4.796 1.175
1.071 -4.592 1.114
1.071 -4.388 1.052
1.071 -4.184 0.990
1.071 -3.980 0.928
1.071 -3.776 0.865
1.071 -3.571 0.802
1.071 -3.367 0.738
1.071 -3.163 0.674
1.071 -2.959 0.610
1.071 -2.755 0.545
1.071 -2.551 0.479
1.071 -2.347 0.414
1.071 -2.143 0.347
1.071 -1.939 0.281
1.071 -1.735 0.214
1.071 -1.531 0.147
1.071 -1.327 0.081
1.071 -1.122 0.015
1.071 -0.918 0.049
1.071 -0.714 0.111
1.071 -0.510 0.172
1.071 -0.306 0.229
1.071 -0.102 0.281
1.071 0.102 0.326
1.071 0.306 0.365
1.071 0.510 0.396
1.071 0.714 0.418
1.071 0.918 0.430
1.071 1.122 0.429
1.071 1.327 0.416
1.071 1.531 0.395
1.071 1.735 0.369
1.071 1.939 0.341
1.071 2.143 0.311
1.071 2.347 0.280
1.071 2.551 0.249
1.071 2.755 0.217
1.071 2.959 0.185
1.071 3.163 0.153
1.071 3.367 0.120
1.071 3.571 0.087
1.071 3.776 0.054
1.071 3.980 0.021
1.071 4.184 0.013
1.071 4.388 0.046
1.071 4.592 0.080
1.071 4.796 0.115
1.071 5.000 0.149
1.173 -5.000 1.307
1.173 -4.796 1.245
1.173 -4.592 1.182
1.173 -4.388 1.119
1.173 -4.184 1.055
1.173 -3.980 0.991
1.173 -3.776 0.927
1.173 -3.571 0.862
1.173 -3.367 0.797
1.173 -3.163 0.731
1.173 -2.959 0.664
1.173 -2.755 0.597
1.173 -2.551 0.530
1.173 -2.347 0.462
1.173 -2.143 0.393
1.173 -1.939 0.325
1.173 -1.735 0.256
1.173 -1.531 0.187
1.173 -1.327 0.119
1.173 -1.122 0.051
1.173 -0.918 0.014
1.173 -0.714 0.077
1.173 -0.510 0.138
1.173 -0.306 0.194
1.173 -0.102 0.246
1.173 0.102 0.291
1.173 0.306 0.329
1.173 0.510 0.360
1.173 0.714 0.382
1.173 0.918 0.395
1.173 1.122 0.398
1.173 1.327 0.391
1.173 1.531 0.376
1.173 1.735 0.354
1.173 1.939 0.329
1.173 2.143 0.302
1.173 2.347 0.274
1.173 2.551 0.244
1.173 2.755 0.214
1.173 2.959 0.183
1.173 3.163 0.152
1.173 3.367 0.120
1.173 3.571 0.088
1.173 3.776 0.056
1.173 3.980 0.023
1.173 4.184 0.010
1.173 4.388 0.043
1.173 4.592 0.076
1.173 4.796 0.110
1.173 5.000 0.144
1.276 -5.000 1.378
1.276 -4.796 1.314
1.276 -4.592 1.250
1.276 -4.388 1.186
1.276 -4.184 1.121
1.276 -3.980 1.055
1.276 -3.776 0.989
1.276 -3.571 0.922
1.276 -3.367 0.855
1.276 -3.163 0.787
1.276 -2.959 0.719
1.276 -2.755 0.650
1.276 -2.551 0.580
1.276 -2.347 0.510
1.276 -2.143 0.440
1.276 -1.939 0.369
1.276 -1.735 0.298
1.276 -1.531 0.227
1.276 -1.327 0.157
1.276 -1.122 0.088
1.276 -0.918 0.022
1.276 -0.714 0.042
1.276 -0.510 0.103
1.276 -0.306 0.160
1.276 -0.102 0.211
1.276 0.102 0.256
1.276 0.306 0.293
1.276 0.510 0.323
1.276 0.714 0.345
1.276 0.918 0.359
1.276 1.122 0.364
1.276 1.327 0.361
1.276 1.531 0.350
1.276 1.735 0.333
1.276 1.939 0.312
1.276 2.143 0.288
1.276 2.347 0.262
1.276 2.551 0.234
1.276 2.755 0.206
1.276 2.959 0.176
1.276 3.163 0.146
1.276 3.367 0.115
1.276 3.571 0.084
1.276 3.776 0.053
1.276 3.980 0.021
1.276 4.184 0.012
1.276 4.388 0.044
1.276 4.592 0.076
1.276 4.796 0.109
1.276 5.000 0.143
1.378 -5.000 1.448
1.378 -4.796 1.383
1.378 -4.592 1.318
1.378 -4.388 1.252
1.378 -4.184 1.186
1.378 -3.980 1.119
1.378 -3.776 1.051
1.378 -3.571 0.983
1.378 -3.367 0.914
1.378 -3.163 0.844
1.378 -2.959 0.774
1.378 -2.755 0.703
1.378 -2.551 0.631
1.378 -2.347 0.559
1.378 -2.143 0.486
1.378 -1.939 0.413
1.378 -1.735 0.340
1.378 -1.531 0.267
1.378 -1.327 0.196
1.378 -1.122 0.126
1.378 -0.918 0.058
1.378 -0.714 0.007
1.378 -0.510 0.068
1.378 -0.306 0.125
1.378 -0.102 0.175
1.378 0.102 0.220
1.378 0.306 0.257
1.378 0.510 0.286
1.378 0.714 0.308
1.378 0.918 0.322
1.378 1.122 0.328
1.378 1.327 0.328
1.378 1.531 0.320
1.378 1.735 0.307
1.378 1.939 0.289
1.378 2.143 0.267
1.378 2.347 0.244
1.378 2.551 0.218
1.378 2.755 0.191
1.378 2.959 0.164
1.378 3.163 0.135
1.378 3.367 0.105
1.378 3.571 0.075
1.378 3.776 0.045
1.378 3.980 0.013
1.378 4.184 0.018
1.378 4.388 0.049
1.378 4.592 0.081
1.378 4.796 0.113
1.378 5.000 0.146
1.480 -5.000 1.519
1.480 -4.796 1.453
1.480 -4.592 1.386
1.480 -4.388 1.319
1.480 -4.184 1.251
1.480 -3.980 1.182
1.480 -3.776 1.113
1.480 -3.571 1.043
1.480 -3.367 0.972
1.480 -3.163 0.901
1.480 -2.959 0.829
1.480 -2.755 0.756
1.480 -2.551 0.682
1.480 -2.347 0.608
1.480 -2.143 0.533
1.480 -1.939 0.458
1.480 -1.735 0.382
1.480 -1.531 0.308
1.480 -1.327 0.234
1.480 -1.122 0.163
1.480 -0.918 0.094
1.480 -0.714 0.029
1.480 -0.510 0.032
1.480 -0.306 0.089
1.480 -0.102 0.139
1.480 0.102 0.183
1.480 0.306 0.219
1.480 0.510 0.248
1.480 0.714 0.270
1.480 0.918 0.284
1.480 1.122 0.291
1.480 1.327 0.292
1.480 1.531 0.286
1.480 1.735 0.276
1.480 1.939 0.261
1.480 2.143 0.242
1.480 2.347 0.221
1.480 2.551 0.197
1.480 2.755 0.172
1.480 2.959 0.146
1.480 3.163 0.119
1.480 3.367 0.090
1.480 3.571 0.061
1.480 3.776 0.032
1.480 3.980 0.001
1.480 4.184 0.029
1.480 4.388 0.059
1.480 4.592 0.090
1.480 4.796 0.122
1.480 5.000 0.154
1.582 -5.000 1.589
1.582 -4.796 1.522
1.582 -4.592 1.454
1.582 -4.388 1.385
1.582 -4.184 1.316
1.582 -3.980 1.246
1.582 -3.776 1.175
1.582 -3.571 1.104
1.582 -3.367 1.031
1.582 -3.163 0.958
1.582 -2.959 0.884
1.582 -2.755 0.809
1.582 -2.551 0.733
1.582 -2.347 0.657
1.582 -2.143 0.580
1.582 -1.939 0.502
1.582 -1.735 0.425
1.582 -1.531 0.349
1.582 -1.327 0.274
1.582 -1.122 0.201
1.582 -0.918 0.131
1.582 -0.714 0.065
1.582 -0.510 0.004
1.582 -0.306 0.052
1.582 -0.102 0.102
1.582 0.102 0.146
1.582 0.306 0.181
1.582 0.510 0.210
1.582 0.714 0.231
1.582 0.918 0.245
1.582 1.122 0.253
1.582 1.327 0.254
1.582 1.531 0.250
1.582 1.735 0.242
1.582 1.939 0.229
1.582 2.143 0.212
1.582 2.347 0.193
1.582 2.551 0.172
1.582 2.755 0.148
1.582 2.959 0.124
1.582 3.163 0.098
1.582 3.367 0.071
1.582 3.571 0.043
1.582 3.776 0.014
1.582 3.980 0.015
1.582 4.184 0.044
1.582 4.388 0.074
1.582 4.592 0.104
1.582 4.796 0.135
1.582 5.000 0.166
1.684 -5.000 1.660
1.684 -4.796 1.591
1.684 -4.592 1.522
1.684 -4.388 1.452
1.684 -4.184 1.381
1.684 -3.980 1.309
1.684 -3.776 1.237
1.684 -3.571 1.164
1.684 -3.367 1.090
1.684 -3.163 1.015
1.684 -2.959 0.939
1.684 -2.755 0.862
1.684 -2.551 0.785
1.684 -2.347 0.706
1.684 -2.143 0.627
1.684 -1.939 0.547
1.684 -1.735 0.468
1.684 -1.531 0.390
1.684 -1.327 0.313
1.684 -1.122 0.239
1.684 -0.918 0.169
1.684 -0.714 0.102
1.684 -0.510 0.041
1.684 -0.306 0.015
1.684 -0.102 0.065
1.684 0.102 0.108
1.684 0.306 0.143
1.684 0.510 0.171
1.684 0.714 0.191
1.684 0.918 0.206
1.684 1.122 0.213
1.684 1.327 0.215
1.684 1.531 0.212
1.684 1.735 0.205
1.684 1.939 0.194
1.684 2.143 0.179
1.684 2.347 0.162
1.684 2.551 0.142
1.684 2.755 0.120
1.684 2.959 0.097
1.684 3.163 0.072
1.684 3.367 0.047
1.684 3.571 0.020
1.684 3.776 0.007
1.684 3.980 0.035
1.684 4.184 0.063
1.684 4.388 0.092
1.684 4.592 0.122
1.684 4.796 0.152
1.684 5.000 0.183
1.786 -5.000 1.729
1.786 -4.796 1.660
1.786 -4.592 1.589
1.786 -4.388 1.518
1.786 -4.184 1.446
1.786 -3.980 1.373
1.786 -3.776 1.299
1.786 -3.571 1.224
1.786 -3.367 1.148
1.786 -3.163 1.072
1.786 -2.959 0.994
1.786 -2.755 0.916
1.786 -2.551 0.836
1.786 -2.347 0.755
1.786 -2.143 0.674
1.786 -1.939 0.592
1.786 -1.735 0.511
1.786 -1.531 0.431
1.786 -1.327 0.353
1.786 -1.122 0.278
1.786 -0.918 0.207
1.786 -0.714 0.140
1.786 -0.510 0.078
1.786 -0.306 0.022
1.786 -0.102 0.027
1.786 0.102 0.069
1.786 0.306 0.104
1.786 0.510 0.131
1.786 0.714 0.151
1.786 0.918 0.165
1.786 1.122 0.173
1.786 1.327 0.175
1.786 1.531 0.173
1.786 1.735 0.166
1.786 1.939 0.156
1.786 2.143 0.143
